,Country,Latitude,Longitude,Confirmed,Deaths
2020-02-28,Liberia,6.4281,-9.4295,0,0
2020-02-29,Liberia,6.4281,-9.4295,0,0
2020-03-01,Liberia,6.4281,-9.4295,0,0
2020-03-02,Liberia,6.4281,-9.4295,0,0
2020-03-03,Liberia,6.4281,-9.4295,0,0
2020-03-04,Liberia,6.4281,-9.4295,0,0
2020-03-05,Liberia,6.4281,-9.4295,0,0
2020-03-06,Liberia,6.4281,-9.4295,0,0
2020-03-07,Liberia,6.4281,-9.4295,0,0
2020-03-08,Liberia,6.4281,-9.4295,0,0
2020-03-09,Liberia,6.4281,-9.4295,0,0
2020-03-10,Liberia,6.4281,-9.4295,0,0
2020-03-11,Liberia,6.4281,-9.4295,0,0
2020-03-12,Liberia,6.4281,-9.4295,0,0
2020-03-13,Liberia,6.4281,-9.4295,0,0
2020-03-14,Liberia,6.4281,-9.4295,0,0
2020-03-15,Liberia,6.4281,-9.4295,0,0
2020-03-16,Liberia,6.4281,-9.4295,1,0
2020-03-17,Liberia,6.4281,-9.4295,1,0
2020-03-18,Liberia,6.4281,-9.4295,2,0
2020-03-19,Liberia,6.4281,-9.4295,2,0
2020-03-20,Liberia,6.4281,-9.4295,2,0
2020-03-21,Liberia,6.4281,-9.4295,3,0
2020-03-22,Liberia,6.4281,-9.4295,3,0
2020-03-23,Liberia,6.4281,-9.4295,3,0
2020-03-24,Liberia,6.4281,-9.4295,3,0
2020-03-25,Liberia,6.4281,-9.4295,3,0
2020-03-26,Liberia,6.4281,-9.4295,3,0
2020-03-27,Liberia,6.4281,-9.4295,3,0
2020-03-28,Liberia,6.4281,-9.4295,3,0
2020-03-29,Liberia,6.4281,-9.4295,3,0
2020-03-30,Liberia,6.4281,-9.4295,3,0
2020-03-31,Liberia,6.4281,-9.4295,3,0
2020-04-01,Liberia,6.4281,-9.4295,6,0
2020-04-02,Liberia,6.4281,-9.4295,6,0
2020-04-03,Liberia,6.4281,-9.4295,7,0
2020-04-04,Liberia,6.4281,-9.4295,10,1
2020-04-05,Liberia,6.4281,-9.4295,13,3
2020-04-06,Liberia,6.4281,-9.4295,14,3
2020-04-07,Liberia,6.4281,-9.4295,14,3
2020-01-22,Liechtenstein,47.14,9.55,0,0
2020-01-23,Liechtenstein,47.14,9.55,0,0
2020-01-24,Liechtenstein,47.14,9.55,0,0
2020-01-25,Liechtenstein,47.14,9.55,0,0
2020-01-26,Liechtenstein,47.14,9.55,0,0
2020-01-27,Liechtenstein,47.14,9.55,0,0
2020-01-28,Liechtenstein,47.14,9.55,0,0
2020-01-29,Liechtenstein,47.14,9.55,0,0
2020-01-30,Liechtenstein,47.14,9.55,0,0
2020-01-31,Liechtenstein,47.14,9.55,0,0
2020-02-01,Liechtenstein,47.14,9.55,0,0
2020-02-02,Liechtenstein,47.14,9.55,0,0
2020-02-03,Liechtenstein,47.14,9.55,0,0
2020-02-04,Liechtenstein,47.14,9.55,0,0
2020-02-05,Liechtenstein,47.14,9.55,0,0
2020-02-06,Liechtenstein,47.14,9.55,0,0
2020-02-07,Liechtenstein,47.14,9.55,0,0
2020-02-08,Liechtenstein,47.14,9.55,0,0
2020-02-09,Liechtenstein,47.14,9.55,0,0
2020-02-10,Liechtenstein,47.14,9.55,0,0
2020-02-11,Liechtenstein,47.14,9.55,0,0
2020-02-12,Liechtenstein,47.14,9.55,0,0
2020-02-13,Liechtenstein,47.14,9.55,0,0
2020-02-14,Liechtenstein,47.14,9.55,0,0
2020-02-15,Liechtenstein,47.14,9.55,0,0
2020-02-16,Liechtenstein,47.14,9.55,0,0
2020-02-17,Liechtenstein,47.14,9.55,0,0
2020-02-18,Liechtenstein,47.14,9.55,0,0
2020-02-19,Liechtenstein,47.14,9.55,0,0
2020-02-20,Liechtenstein,47.14,9.55,0,0
2020-02-21,Liechtenstein,47.14,9.55,0,0
2020-02-22,Liechtenstein,47.14,9.55,0,0
2020-02-23,Liechtenstein,47.14,9.55,0,0
2020-02-24,Liechtenstein,47.14,9.55,0,0
2020-02-25,Liechtenstein,47.14,9.55,0,0
2020-02-26,Liechtenstein,47.14,9.55,0,0
2020-02-27,Liechtenstein,47.14,9.55,0,0
2020-02-28,Liechtenstein,47.14,9.55,0,0
2020-02-29,Liechtenstein,47.14,9.55,0,0
2020-03-01,Liechtenstein,47.14,9.55,0,0
2020-03-02,Liechtenstein,47.14,9.55,0,0
2020-03-03,Liechtenstein,47.14,9.55,0,0
2020-03-04,Liechtenstein,47.14,9.55,1,0
2020-03-05,Liechtenstein,47.14,9.55,1,0
2020-03-06,Liechtenstein,47.14,9.55,1,0
2020-03-07,Liechtenstein,47.14,9.55,1,0
2020-03-08,Liechtenstein,47.14,9.55,1,0
2020-03-09,Liechtenstein,47.14,9.55,1,0
2020-03-10,Liechtenstein,47.14,9.55,1,0
2020-03-11,Liechtenstein,47.14,9.55,1,0
2020-03-12,Liechtenstein,47.14,9.55,1,0
2020-03-13,Liechtenstein,47.14,9.55,1,0
2020-03-14,Liechtenstein,47.14,9.55,4,0
2020-03-15,Liechtenstein,47.14,9.55,4,0
2020-03-16,Liechtenstein,47.14,9.55,4,0
2020-03-17,Liechtenstein,47.14,9.55,7,0
2020-03-18,Liechtenstein,47.14,9.55,28,0
2020-03-19,Liechtenstein,47.14,9.55,28,0
2020-03-20,Liechtenstein,47.14,9.55,28,0
2020-03-21,Liechtenstein,47.14,9.55,37,0
2020-03-22,Liechtenstein,47.14,9.55,37,0
2020-03-23,Liechtenstein,47.14,9.55,51,0
2020-03-24,Liechtenstein,47.14,9.55,51,0
2020-03-25,Liechtenstein,47.14,9.55,51,0
2020-03-26,Liechtenstein,47.14,9.55,56,0
2020-03-27,Liechtenstein,47.14,9.55,56,0
2020-03-28,Liechtenstein,47.14,9.55,56,0
2020-03-29,Liechtenstein,47.14,9.55,56,0
2020-03-30,Liechtenstein,47.14,9.55,62,0
2020-03-31,Liechtenstein,47.14,9.55,68,0
2020-04-01,Liechtenstein,47.14,9.55,68,0
2020-04-02,Liechtenstein,47.14,9.55,75,0
2020-04-03,Liechtenstein,47.14,9.55,75,0
2020-04-04,Liechtenstein,47.14,9.55,77,1
2020-04-05,Liechtenstein,47.14,9.55,77,1
2020-04-06,Liechtenstein,47.14,9.55,77,1
2020-04-07,Liechtenstein,47.14,9.55,78,1
2020-01-22,Lithuania,55.1694,23.8813,0,0
2020-01-23,Lithuania,55.1694,23.8813,0,0
2020-01-24,Lithuania,55.1694,23.8813,0,0
2020-01-25,Lithuania,55.1694,23.8813,0,0
2020-01-26,Lithuania,55.1694,23.8813,0,0
2020-01-27,Lithuania,55.1694,23.8813,0,0
2020-01-28,Lithuania,55.1694,23.8813,0,0
2020-01-29,Lithuania,55.1694,23.8813,0,0
2020-01-30,Lithuania,55.1694,23.8813,0,0
2020-01-31,Lithuania,55.1694,23.8813,0,0
2020-02-01,Lithuania,55.1694,23.8813,0,0
2020-02-02,Lithuania,55.1694,23.8813,0,0
2020-02-03,Lithuania,55.1694,23.8813,0,0
2020-02-04,Lithuania,55.1694,23.8813,0,0
2020-02-05,Lithuania,55.1694,23.8813,0,0
2020-02-06,Lithuania,55.1694,23.8813,0,0
2020-02-07,Lithuania,55.1694,23.8813,0,0
2020-02-08,Lithuania,55.1694,23.8813,0,0
2020-02-09,Lithuania,55.1694,23.8813,0,0
2020-02-10,Lithuania,55.1694,23.8813,0,0
2020-02-11,Lithuania,55.1694,23.8813,0,0
2020-02-12,Lithuania,55.1694,23.8813,0,0
2020-02-13,Lithuania,55.1694,23.8813,0,0
2020-02-14,Lithuania,55.1694,23.8813,0,0
2020-02-15,Lithuania,55.1694,23.8813,0,0
2020-02-16,Lithuania,55.1694,23.8813,0,0
2020-02-17,Lithuania,55.1694,23.8813,0,0
2020-02-18,Lithuania,55.1694,23.8813,0,0
2020-02-19,Lithuania,55.1694,23.8813,0,0
2020-02-20,Lithuania,55.1694,23.8813,0,0
2020-02-21,Lithuania,55.1694,23.8813,0,0
2020-02-22,Lithuania,55.1694,23.8813,0,0
2020-02-23,Lithuania,55.1694,23.8813,0,0
2020-02-24,Lithuania,55.1694,23.8813,0,0
2020-02-25,Lithuania,55.1694,23.8813,0,0
2020-02-26,Lithuania,55.1694,23.8813,0,0
2020-02-27,Lithuania,55.1694,23.8813,0,0
2020-02-28,Lithuania,55.1694,23.8813,1,0
2020-02-29,Lithuania,55.1694,23.8813,1,0
2020-03-01,Lithuania,55.1694,23.8813,1,0
2020-03-02,Lithuania,55.1694,23.8813,1,0
2020-03-03,Lithuania,55.1694,23.8813,1,0
2020-03-04,Lithuania,55.1694,23.8813,1,0
2020-03-05,Lithuania,55.1694,23.8813,1,0
2020-03-06,Lithuania,55.1694,23.8813,1,0
2020-03-07,Lithuania,55.1694,23.8813,1,0
2020-03-08,Lithuania,55.1694,23.8813,1,0
2020-03-09,Lithuania,55.1694,23.8813,1,0
2020-03-10,Lithuania,55.1694,23.8813,1,0
2020-03-11,Lithuania,55.1694,23.8813,3,0
2020-03-12,Lithuania,55.1694,23.8813,3,0
2020-03-13,Lithuania,55.1694,23.8813,6,0
2020-03-14,Lithuania,55.1694,23.8813,8,0
2020-03-15,Lithuania,55.1694,23.8813,12,0
2020-03-16,Lithuania,55.1694,23.8813,17,0
2020-03-17,Lithuania,55.1694,23.8813,25,0
2020-03-18,Lithuania,55.1694,23.8813,27,0
2020-03-19,Lithuania,55.1694,23.8813,36,0
2020-03-20,Lithuania,55.1694,23.8813,49,0
2020-03-21,Lithuania,55.1694,23.8813,83,1
2020-03-22,Lithuania,55.1694,23.8813,143,1
2020-03-23,Lithuania,55.1694,23.8813,179,1
2020-03-24,Lithuania,55.1694,23.8813,209,2
2020-03-25,Lithuania,55.1694,23.8813,274,4
2020-03-26,Lithuania,55.1694,23.8813,299,4
2020-03-27,Lithuania,55.1694,23.8813,358,5
2020-03-28,Lithuania,55.1694,23.8813,394,7
2020-03-29,Lithuania,55.1694,23.8813,460,7
2020-03-30,Lithuania,55.1694,23.8813,491,7
2020-03-31,Lithuania,55.1694,23.8813,537,8
2020-04-01,Lithuania,55.1694,23.8813,581,8
2020-04-02,Lithuania,55.1694,23.8813,649,9
2020-04-03,Lithuania,55.1694,23.8813,696,9
2020-04-04,Lithuania,55.1694,23.8813,771,11
2020-04-05,Lithuania,55.1694,23.8813,811,13
2020-04-06,Lithuania,55.1694,23.8813,843,15
2020-04-07,Lithuania,55.1694,23.8813,880,15
2020-01-22,Luxembourg,49.8153,6.1296,0,0
2020-01-23,Luxembourg,49.8153,6.1296,0,0
2020-01-24,Luxembourg,49.8153,6.1296,0,0
2020-01-25,Luxembourg,49.8153,6.1296,0,0
2020-01-26,Luxembourg,49.8153,6.1296,0,0
2020-01-27,Luxembourg,49.8153,6.1296,0,0
2020-01-28,Luxembourg,49.8153,6.1296,0,0
2020-01-29,Luxembourg,49.8153,6.1296,0,0
2020-01-30,Luxembourg,49.8153,6.1296,0,0
2020-01-31,Luxembourg,49.8153,6.1296,0,0
2020-02-01,Luxembourg,49.8153,6.1296,0,0
2020-02-02,Luxembourg,49.8153,6.1296,0,0
2020-02-03,Luxembourg,49.8153,6.1296,0,0
2020-02-04,Luxembourg,49.8153,6.1296,0,0
2020-02-05,Luxembourg,49.8153,6.1296,0,0
2020-02-06,Luxembourg,49.8153,6.1296,0,0
2020-02-07,Luxembourg,49.8153,6.1296,0,0
2020-02-08,Luxembourg,49.8153,6.1296,0,0
2020-02-09,Luxembourg,49.8153,6.1296,0,0
2020-02-10,Luxembourg,49.8153,6.1296,0,0
2020-02-11,Luxembourg,49.8153,6.1296,0,0
2020-02-12,Luxembourg,49.8153,6.1296,0,0
2020-02-13,Luxembourg,49.8153,6.1296,0,0
2020-02-14,Luxembourg,49.8153,6.1296,0,0
2020-02-15,Luxembourg,49.8153,6.1296,0,0
2020-02-16,Luxembourg,49.8153,6.1296,0,0
2020-02-17,Luxembourg,49.8153,6.1296,0,0
2020-02-18,Luxembourg,49.8153,6.1296,0,0
2020-02-19,Luxembourg,49.8153,6.1296,0,0
2020-02-20,Luxembourg,49.8153,6.1296,0,0
2020-02-21,Luxembourg,49.8153,6.1296,0,0
2020-02-22,Luxembourg,49.8153,6.1296,0,0
2020-02-23,Luxembourg,49.8153,6.1296,0,0
2020-02-24,Luxembourg,49.8153,6.1296,0,0
2020-02-25,Luxembourg,49.8153,6.1296,0,0
2020-02-26,Luxembourg,49.8153,6.1296,0,0
2020-02-27,Luxembourg,49.8153,6.1296,0,0
2020-02-28,Luxembourg,49.8153,6.1296,0,0
2020-02-29,Luxembourg,49.8153,6.1296,1,0
2020-03-01,Luxembourg,49.8153,6.1296,1,0
2020-03-02,Luxembourg,49.8153,6.1296,1,0
2020-03-03,Luxembourg,49.8153,6.1296,1,0
2020-03-04,Luxembourg,49.8153,6.1296,1,0
2020-03-05,Luxembourg,49.8153,6.1296,1,0
2020-03-06,Luxembourg,49.8153,6.1296,2,0
2020-03-07,Luxembourg,49.8153,6.1296,2,0
2020-03-08,Luxembourg,49.8153,6.1296,3,0
2020-03-09,Luxembourg,49.8153,6.1296,3,0
2020-03-10,Luxembourg,49.8153,6.1296,5,0
2020-03-11,Luxembourg,49.8153,6.1296,7,0
2020-03-12,Luxembourg,49.8153,6.1296,19,0
2020-03-13,Luxembourg,49.8153,6.1296,34,0
2020-03-14,Luxembourg,49.8153,6.1296,51,1
2020-03-15,Luxembourg,49.8153,6.1296,59,1
2020-03-16,Luxembourg,49.8153,6.1296,77,1
2020-03-17,Luxembourg,49.8153,6.1296,140,1
2020-03-18,Luxembourg,49.8153,6.1296,203,2
2020-03-19,Luxembourg,49.8153,6.1296,335,4
2020-03-20,Luxembourg,49.8153,6.1296,484,4
2020-03-21,Luxembourg,49.8153,6.1296,670,8
2020-03-22,Luxembourg,49.8153,6.1296,798,8
2020-03-23,Luxembourg,49.8153,6.1296,875,8
2020-03-24,Luxembourg,49.8153,6.1296,1099,8
2020-03-25,Luxembourg,49.8153,6.1296,1333,8
2020-03-26,Luxembourg,49.8153,6.1296,1453,9
2020-03-27,Luxembourg,49.8153,6.1296,1605,15
2020-03-28,Luxembourg,49.8153,6.1296,1831,18
2020-03-29,Luxembourg,49.8153,6.1296,1950,21
2020-03-30,Luxembourg,49.8153,6.1296,1988,22
2020-03-31,Luxembourg,49.8153,6.1296,2178,23
2020-04-01,Luxembourg,49.8153,6.1296,2319,29
2020-04-02,Luxembourg,49.8153,6.1296,2487,30
2020-04-03,Luxembourg,49.8153,6.1296,2612,31
2020-04-04,Luxembourg,49.8153,6.1296,2729,31
2020-04-05,Luxembourg,49.8153,6.1296,2804,36
2020-04-06,Luxembourg,49.8153,6.1296,2843,41
2020-04-07,Luxembourg,49.8153,6.1296,2970,44
2020-01-22,Madagascar,-18.7669,46.8691,0,0
2020-01-23,Madagascar,-18.7669,46.8691,0,0
2020-01-24,Madagascar,-18.7669,46.8691,0,0
2020-01-25,Madagascar,-18.7669,46.8691,0,0
2020-01-26,Madagascar,-18.7669,46.8691,0,0
2020-01-27,Madagascar,-18.7669,46.8691,0,0
2020-01-28,Madagascar,-18.7669,46.8691,0,0
2020-01-29,Madagascar,-18.7669,46.8691,0,0
2020-01-30,Madagascar,-18.7669,46.8691,0,0
2020-01-31,Madagascar,-18.7669,46.8691,0,0
2020-02-01,Madagascar,-18.7669,46.8691,0,0
2020-02-02,Madagascar,-18.7669,46.8691,0,0
2020-02-03,Madagascar,-18.7669,46.8691,0,0
2020-02-04,Madagascar,-18.7669,46.8691,0,0
2020-02-05,Madagascar,-18.7669,46.8691,0,0
2020-02-06,Madagascar,-18.7669,46.8691,0,0
2020-02-07,Madagascar,-18.7669,46.8691,0,0
2020-02-08,Madagascar,-18.7669,46.8691,0,0
2020-02-09,Madagascar,-18.7669,46.8691,0,0
2020-02-10,Madagascar,-18.7669,46.8691,0,0
2020-02-11,Madagascar,-18.7669,46.8691,0,0
2020-02-12,Madagascar,-18.7669,46.8691,0,0
2020-02-13,Madagascar,-18.7669,46.8691,0,0
2020-02-14,Madagascar,-18.7669,46.8691,0,0
2020-02-15,Madagascar,-18.7669,46.8691,0,0
2020-02-16,Madagascar,-18.7669,46.8691,0,0
2020-02-17,Madagascar,-18.7669,46.8691,0,0
2020-02-18,Madagascar,-18.7669,46.8691,0,0
2020-02-19,Madagascar,-18.7669,46.8691,0,0
2020-02-20,Madagascar,-18.7669,46.8691,0,0
2020-02-21,Madagascar,-18.7669,46.8691,0,0
2020-02-22,Madagascar,-18.7669,46.8691,0,0
2020-02-23,Madagascar,-18.7669,46.8691,0,0
2020-02-24,Madagascar,-18.7669,46.8691,0,0
2020-02-25,Madagascar,-18.7669,46.8691,0,0
2020-02-26,Madagascar,-18.7669,46.8691,0,0
2020-02-27,Madagascar,-18.7669,46.8691,0,0
2020-02-28,Madagascar,-18.7669,46.8691,0,0
2020-02-29,Madagascar,-18.7669,46.8691,0,0
2020-03-01,Madagascar,-18.7669,46.8691,0,0
2020-03-02,Madagascar,-18.7669,46.8691,0,0
2020-03-03,Madagascar,-18.7669,46.8691,0,0
2020-03-04,Madagascar,-18.7669,46.8691,0,0
2020-03-05,Madagascar,-18.7669,46.8691,0,0
2020-03-06,Madagascar,-18.7669,46.8691,0,0
2020-03-07,Madagascar,-18.7669,46.8691,0,0
2020-03-08,Madagascar,-18.7669,46.8691,0,0
2020-03-09,Madagascar,-18.7669,46.8691,0,0
2020-03-10,Madagascar,-18.7669,46.8691,0,0
2020-03-11,Madagascar,-18.7669,46.8691,0,0
2020-03-12,Madagascar,-18.7669,46.8691,0,0
2020-03-13,Madagascar,-18.7669,46.8691,0,0
2020-03-14,Madagascar,-18.7669,46.8691,0,0
2020-03-15,Madagascar,-18.7669,46.8691,0,0
2020-03-16,Madagascar,-18.7669,46.8691,0,0
2020-03-17,Madagascar,-18.7669,46.8691,0,0
2020-03-18,Madagascar,-18.7669,46.8691,0,0
2020-03-19,Madagascar,-18.7669,46.8691,0,0
2020-03-20,Madagascar,-18.7669,46.8691,3,0
2020-03-21,Madagascar,-18.7669,46.8691,3,0
2020-03-22,Madagascar,-18.7669,46.8691,3,0
2020-03-23,Madagascar,-18.7669,46.8691,12,0
2020-03-24,Madagascar,-18.7669,46.8691,17,0
2020-03-25,Madagascar,-18.7669,46.8691,19,0
2020-03-26,Madagascar,-18.7669,46.8691,23,0
2020-03-27,Madagascar,-18.7669,46.8691,26,0
2020-03-28,Madagascar,-18.7669,46.8691,26,0
2020-03-29,Madagascar,-18.7669,46.8691,39,0
2020-03-30,Madagascar,-18.7669,46.8691,43,0
2020-03-31,Madagascar,-18.7669,46.8691,57,0
2020-04-01,Madagascar,-18.7669,46.8691,57,0
2020-04-02,Madagascar,-18.7669,46.8691,59,0
2020-04-03,Madagascar,-18.7669,46.8691,70,0
2020-04-04,Madagascar,-18.7669,46.8691,70,0
2020-04-05,Madagascar,-18.7669,46.8691,72,0
2020-04-06,Madagascar,-18.7669,46.8691,82,0
2020-04-07,Madagascar,-18.7669,46.8691,88,0
2020-01-22,Malaysia,2.5,112.5,0,0
2020-01-23,Malaysia,2.5,112.5,0,0
2020-01-24,Malaysia,2.5,112.5,0,0
2020-01-25,Malaysia,2.5,112.5,3,0
2020-01-26,Malaysia,2.5,112.5,4,0
2020-01-27,Malaysia,2.5,112.5,4,0
2020-01-28,Malaysia,2.5,112.5,4,0
2020-01-29,Malaysia,2.5,112.5,7,0
2020-01-30,Malaysia,2.5,112.5,8,0
2020-01-31,Malaysia,2.5,112.5,8,0
2020-02-01,Malaysia,2.5,112.5,8,0
2020-02-02,Malaysia,2.5,112.5,8,0
2020-02-03,Malaysia,2.5,112.5,8,0
2020-02-04,Malaysia,2.5,112.5,10,0
2020-02-05,Malaysia,2.5,112.5,12,0
2020-02-06,Malaysia,2.5,112.5,12,0
2020-02-07,Malaysia,2.5,112.5,12,0
2020-02-08,Malaysia,2.5,112.5,16,0
2020-02-09,Malaysia,2.5,112.5,16,0
2020-02-10,Malaysia,2.5,112.5,18,0
2020-02-11,Malaysia,2.5,112.5,18,0
2020-02-12,Malaysia,2.5,112.5,18,0
2020-02-13,Malaysia,2.5,112.5,19,0
2020-02-14,Malaysia,2.5,112.5,19,0
2020-02-15,Malaysia,2.5,112.5,22,0
2020-02-16,Malaysia,2.5,112.5,22,0
2020-02-17,Malaysia,2.5,112.5,22,0
2020-02-18,Malaysia,2.5,112.5,22,0
2020-02-19,Malaysia,2.5,112.5,22,0
2020-02-20,Malaysia,2.5,112.5,22,0
2020-02-21,Malaysia,2.5,112.5,22,0
2020-02-22,Malaysia,2.5,112.5,22,0
2020-02-23,Malaysia,2.5,112.5,22,0
2020-02-24,Malaysia,2.5,112.5,22,0
2020-02-25,Malaysia,2.5,112.5,22,0
2020-02-26,Malaysia,2.5,112.5,22,0
2020-02-27,Malaysia,2.5,112.5,23,0
2020-02-28,Malaysia,2.5,112.5,23,0
2020-02-29,Malaysia,2.5,112.5,25,0
2020-03-01,Malaysia,2.5,112.5,29,0
2020-03-02,Malaysia,2.5,112.5,29,0
2020-03-03,Malaysia,2.5,112.5,36,0
2020-03-04,Malaysia,2.5,112.5,50,0
2020-03-05,Malaysia,2.5,112.5,50,0
2020-03-06,Malaysia,2.5,112.5,83,0
2020-03-07,Malaysia,2.5,112.5,93,0
2020-03-08,Malaysia,2.5,112.5,99,0
2020-03-09,Malaysia,2.5,112.5,117,0
2020-03-10,Malaysia,2.5,112.5,129,0
2020-03-11,Malaysia,2.5,112.5,149,0
2020-03-12,Malaysia,2.5,112.5,149,0
2020-03-13,Malaysia,2.5,112.5,197,0
2020-03-14,Malaysia,2.5,112.5,238,0
2020-03-15,Malaysia,2.5,112.5,428,0
2020-03-16,Malaysia,2.5,112.5,566,0
2020-03-17,Malaysia,2.5,112.5,673,2
2020-03-18,Malaysia,2.5,112.5,790,2
2020-03-19,Malaysia,2.5,112.5,900,2
2020-03-20,Malaysia,2.5,112.5,1030,3
2020-03-21,Malaysia,2.5,112.5,1183,4
2020-03-22,Malaysia,2.5,112.5,1306,10
2020-03-23,Malaysia,2.5,112.5,1518,14
2020-03-24,Malaysia,2.5,112.5,1624,16
2020-03-25,Malaysia,2.5,112.5,1796,20
2020-03-26,Malaysia,2.5,112.5,2031,23
2020-03-27,Malaysia,2.5,112.5,2161,26
2020-03-28,Malaysia,2.5,112.5,2320,27
2020-03-29,Malaysia,2.5,112.5,2470,35
2020-03-30,Malaysia,2.5,112.5,2626,37
2020-03-31,Malaysia,2.5,112.5,2766,43
2020-04-01,Malaysia,2.5,112.5,2908,45
2020-04-02,Malaysia,2.5,112.5,3116,50
2020-04-03,Malaysia,2.5,112.5,3333,53
2020-04-04,Malaysia,2.5,112.5,3483,57
2020-04-05,Malaysia,2.5,112.5,3662,61
2020-04-06,Malaysia,2.5,112.5,3793,62
2020-04-07,Malaysia,2.5,112.5,3963,63
2020-01-22,Maldives,3.2028,73.2207,0,0
2020-01-23,Maldives,3.2028,73.2207,0,0
2020-01-24,Maldives,3.2028,73.2207,0,0
2020-01-25,Maldives,3.2028,73.2207,0,0
2020-01-26,Maldives,3.2028,73.2207,0,0
2020-01-27,Maldives,3.2028,73.2207,0,0
2020-01-28,Maldives,3.2028,73.2207,0,0
2020-01-29,Maldives,3.2028,73.2207,0,0
2020-01-30,Maldives,3.2028,73.2207,0,0
2020-01-31,Maldives,3.2028,73.2207,0,0
2020-02-01,Maldives,3.2028,73.2207,0,0
2020-02-02,Maldives,3.2028,73.2207,0,0
2020-02-03,Maldives,3.2028,73.2207,0,0
2020-02-04,Maldives,3.2028,73.2207,0,0
2020-02-05,Maldives,3.2028,73.2207,0,0
2020-02-06,Maldives,3.2028,73.2207,0,0
2020-02-07,Maldives,3.2028,73.2207,0,0
2020-02-08,Maldives,3.2028,73.2207,0,0
2020-02-09,Maldives,3.2028,73.2207,0,0
2020-02-10,Maldives,3.2028,73.2207,0,0
2020-02-11,Maldives,3.2028,73.2207,0,0
2020-02-12,Maldives,3.2028,73.2207,0,0
2020-02-13,Maldives,3.2028,73.2207,0,0
2020-02-14,Maldives,3.2028,73.2207,0,0
2020-02-15,Maldives,3.2028,73.2207,0,0
2020-02-16,Maldives,3.2028,73.2207,0,0
2020-02-17,Maldives,3.2028,73.2207,0,0
2020-02-18,Maldives,3.2028,73.2207,0,0
2020-02-19,Maldives,3.2028,73.2207,0,0
2020-02-20,Maldives,3.2028,73.2207,0,0
2020-02-21,Maldives,3.2028,73.2207,0,0
2020-02-22,Maldives,3.2028,73.2207,0,0
2020-02-23,Maldives,3.2028,73.2207,0,0
2020-02-24,Maldives,3.2028,73.2207,0,0
2020-02-25,Maldives,3.2028,73.2207,0,0
2020-02-26,Maldives,3.2028,73.2207,0,0
2020-02-27,Maldives,3.2028,73.2207,0,0
2020-02-28,Maldives,3.2028,73.2207,0,0
2020-02-29,Maldives,3.2028,73.2207,0,0
2020-03-01,Maldives,3.2028,73.2207,0,0
2020-03-02,Maldives,3.2028,73.2207,0,0
2020-03-03,Maldives,3.2028,73.2207,0,0
2020-03-04,Maldives,3.2028,73.2207,0,0
2020-03-05,Maldives,3.2028,73.2207,0,0
2020-03-06,Maldives,3.2028,73.2207,0,0
2020-03-07,Maldives,3.2028,73.2207,0,0
2020-03-08,Maldives,3.2028,73.2207,4,0
2020-03-09,Maldives,3.2028,73.2207,4,0
2020-03-10,Maldives,3.2028,73.2207,6,0
2020-03-11,Maldives,3.2028,73.2207,8,0
2020-03-12,Maldives,3.2028,73.2207,8,0
2020-03-13,Maldives,3.2028,73.2207,9,0
2020-03-14,Maldives,3.2028,73.2207,10,0
2020-03-15,Maldives,3.2028,73.2207,13,0
2020-03-16,Maldives,3.2028,73.2207,13,0
2020-03-17,Maldives,3.2028,73.2207,13,0
2020-03-18,Maldives,3.2028,73.2207,13,0
2020-03-19,Maldives,3.2028,73.2207,13,0
2020-03-20,Maldives,3.2028,73.2207,13,0
2020-03-21,Maldives,3.2028,73.2207,13,0
2020-03-22,Maldives,3.2028,73.2207,13,0
2020-03-23,Maldives,3.2028,73.2207,13,0
2020-03-24,Maldives,3.2028,73.2207,13,0
2020-03-25,Maldives,3.2028,73.2207,13,0
2020-03-26,Maldives,3.2028,73.2207,13,0
2020-03-27,Maldives,3.2028,73.2207,16,0
2020-03-28,Maldives,3.2028,73.2207,16,0
2020-03-29,Maldives,3.2028,73.2207,17,0
2020-03-30,Maldives,3.2028,73.2207,17,0
2020-03-31,Maldives,3.2028,73.2207,18,0
2020-04-01,Maldives,3.2028,73.2207,19,0
2020-04-02,Maldives,3.2028,73.2207,19,0
2020-04-03,Maldives,3.2028,73.2207,19,0
2020-04-04,Maldives,3.2028,73.2207,19,0
2020-04-05,Maldives,3.2028,73.2207,19,0
2020-04-06,Maldives,3.2028,73.2207,19,0
2020-04-07,Maldives,3.2028,73.2207,19,0
2020-01-22,Malta,35.9375,14.3754,0,0
2020-01-23,Malta,35.9375,14.3754,0,0
2020-01-24,Malta,35.9375,14.3754,0,0
2020-01-25,Malta,35.9375,14.3754,0,0
2020-01-26,Malta,35.9375,14.3754,0,0
2020-01-27,Malta,35.9375,14.3754,0,0
2020-01-28,Malta,35.9375,14.3754,0,0
2020-01-29,Malta,35.9375,14.3754,0,0
2020-01-30,Malta,35.9375,14.3754,0,0
2020-01-31,Malta,35.9375,14.3754,0,0
2020-02-01,Malta,35.9375,14.3754,0,0
2020-02-02,Malta,35.9375,14.3754,0,0
2020-02-03,Malta,35.9375,14.3754,0,0
2020-02-04,Malta,35.9375,14.3754,0,0
2020-02-05,Malta,35.9375,14.3754,0,0
2020-02-06,Malta,35.9375,14.3754,0,0
2020-02-07,Malta,35.9375,14.3754,0,0
2020-02-08,Malta,35.9375,14.3754,0,0
